common_name	genome_name	species_name	genome_url	bsgenome	refseq_accession	refseq_url	buffer_col
greater sac-winged bat 	mSacBil1_pri_phased_curated	Saccopteryx bilineata	https://hgdownload.soe.ucsc.edu/hubs/GCF/036/850/765/GCF_036850765.1/GCF_036850765.1.fa.gz		GCF_036850765.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_036850765.1/	
lesser sac-winged bat 	mSacLep1_pri_phased_curated	Saccopteryx leptura	https://hgdownload.soe.ucsc.edu/hubs/GCF/036/850/995/GCF_036850995.1/GCF_036850995.1.fa.gz		GCF_036850995.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_036850995.1/	
jewelled blenny 	fSalaFa1.1	Salarias fasciatus	https://hgdownload.soe.ucsc.edu/hubs/GCF/902/148/845/GCF_902148845.1/GCF_902148845.1.fa.gz		GCF_902148845.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_902148845.1/	
dorado 	fSalBra1.hap2	Salminus brasiliensis	https://hgdownload.soe.ucsc.edu/hubs/GCA/030/463/535/GCA_030463535.1/GCA_030463535.1.fa.gz		GCA_030463535.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_030463535.1/	
river trout 	fSalTru1.2	Salmo trutta	https://hgdownload.soe.ucsc.edu/hubs/GCA/901/001/165/GCA_901001165.2/GCA_901001165.2.fa.gz		GCA_901001165.2	https://www.ncbi.nlm.nih.gov/assembly/GCA_901001165.2/	
Arctic char 	fSalAlp2_p1.0	Salvelinus alpinus oquassa	https://hgdownload.soe.ucsc.edu/hubs/GCA/036/784/965/GCA_036784965.1/GCA_036784965.1.fa.gz		GCA_036784965.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_036784965.1/	
Tasmanian devil	mSarHar1.11	Sarcophilus harrisii	https://hgdownload.soe.ucsc.edu/hubs/GCF/902/635/505/GCF_902635505.1/GCF_902635505.1.fa.gz		GCF_902635505.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_902635505.1/	
king vulture 	bSarPap1.hap1	Sarcoramphus papa	https://hgdownload.soe.ucsc.edu/hubs/GCA/037/962/945/GCA_037962945.1/GCA_037962945.1.fa.gz		GCA_037962945.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_037962945.1/	
sardine 	fSarPil1.1	Sardina pilchardus	https://hgdownload.soe.ucsc.edu/hubs/GCF/963/854/185/GCF_963854185.1/GCF_963854185.1.fa.gz		GCF_963854185.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_963854185.1/	
rudd 	fScaEry2.hap1.1	Scardinius erythrophthalmus	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/197/995/GCA_964197995.1/GCA_964197995.1.fa.gz		GCA_964197995.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964197995.1/	
butterfish 	fScaArg1.pri	Scatophagus argus	https://hgdownload.soe.ucsc.edu/hubs/GCF/020/382/885/GCF_020382885.2/GCF_020382885.2.fa.gz		GCF_020382885.2	https://www.ncbi.nlm.nih.gov/assembly/GCF_020382885.2/	
gray squirrel 	mSciCar1.2	Sciurus carolinensis	https://hgdownload.soe.ucsc.edu/hubs/GCF/902/686/445/GCF_902686445.1/GCF_902686445.1.fa.gz		GCF_902686445.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_902686445.1/	
Eurasian red squirrel 	mSciVul1.2	Sciurus vulgaris	https://hgdownload.soe.ucsc.edu/hubs/GCA/902/686/455/GCA_902686455.2/GCA_902686455.2.fa.gz		GCA_902686455.2	https://www.ncbi.nlm.nih.gov/assembly/GCA_902686455.2/	
Asian bonytongue 	fSclFor1.1	Scleropages formosus	https://hgdownload.soe.ucsc.edu/hubs/GCF/900/964/775/GCF_900964775.1/GCF_900964775.1.fa.gz		GCF_900964775.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_900964775.1/	
chub mackerel 	fScoJap1.pri	Scomber japonicus	https://hgdownload.soe.ucsc.edu/hubs/GCF/027/409/825/GCF_027409825.1/GCF_027409825.1.fa.gz		GCF_027409825.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_027409825.1/	
Atlantic mackerel 	fScoSco1.1	Scomber scombrus	https://hgdownload.soe.ucsc.edu/hubs/GCF/963/691/925/GCF_963691925.1/GCF_963691925.1.fa.gz		GCF_963691925.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_963691925.1/	
turbot 	fScoMax1.1	Scophthalmus maximus	https://hgdownload.soe.ucsc.edu/hubs/GCA/963/854/745/GCA_963854745.1/GCA_963854745.1.fa.gz		GCA_963854745.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_963854745.1/	
smaller spotted catshark 	sScyCan1.1	Scyliorhinus canicula	https://hgdownload.soe.ucsc.edu/hubs/GCF/902/713/615/GCF_902713615.1/GCF_902713615.1.fa.gz		GCF_902713615.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_902713615.1/	
smaller spotted catshark 	sScyCan1.2	Scyliorhinus canicula	https://hgdownload.soe.ucsc.edu/hubs/GCA/902/713/615/GCA_902713615.2/GCA_902713615.2.fa.gz		GCA_902713615.2	https://www.ncbi.nlm.nih.gov/assembly/GCA_902713615.2/	
Acadian redfish 	fSebFas1.pri	Sebastes fasciatus	https://hgdownload.soe.ucsc.edu/hubs/GCA/043/250/625/GCA_043250625.1/GCA_043250625.1.fa.gz		GCA_043250625.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_043250625.1/	
honeycomb rockfish 	fSebUmb1.pri	Sebastes umbrosus	https://hgdownload.soe.ucsc.edu/hubs/GCF/015/220/745/GCF_015220745.1/GCF_015220745.1.fa.gz		GCF_015220745.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_015220745.1/	
Aristotle's catfish 	fSilAri3.1	Silurus aristotelis	https://hgdownload.soe.ucsc.edu/hubs/GCA/946/808/225/GCA_946808225.1/GCA_946808225.1.fa.gz		GCA_946808225.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_946808225.1/	
common sole 	fSolSol10.1	Solea solea	https://hgdownload.soe.ucsc.edu/hubs/GCF/958/295/425/GCF_958295425.1/GCF_958295425.1.fa.gz		GCF_958295425.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_958295425.1/	
European shrew 	mSorAra2.pri	Sorex araneus	https://hgdownload.soe.ucsc.edu/hubs/GCF/027/595/985/GCF_027595985.1/GCF_027595985.1.fa.gz		GCF_027595985.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_027595985.1/	
gilthead seabream 	fSpaAur1.2	Sparus aurata	https://hgdownload.soe.ucsc.edu/hubs/GCA/900/880/675/GCA_900880675.2/GCA_900880675.2.fa.gz		GCA_900880675.2	https://www.ncbi.nlm.nih.gov/assembly/GCA_900880675.2/	
plains spadefoot toad 	aSpeBom1.2.pri	Spea bombifrons	https://hgdownload.soe.ucsc.edu/hubs/GCF/027/358/695/GCF_027358695.1/GCF_027358695.1.fa.gz		GCF_027358695.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_027358695.1/	
European suslik 	mSpeCit3.1	Spermophilus citellus	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/194/105/GCA_964194105.1/GCA_964194105.1.fa.gz		GCA_964194105.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964194105.1/	
orbiculate cardinalfish 	fSphaOr1.1	Sphaeramia orbicularis	https://hgdownload.soe.ucsc.edu/hubs/GCF/902/148/855/GCF_902148855.1/GCF_902148855.1.fa.gz		GCF_902148855.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_902148855.1/	
Humboldt's penguin 	bSphHub1.pri	Spheniscus humboldti	https://hgdownload.soe.ucsc.edu/hubs/GCA/027/474/245/GCA_027474245.1/GCA_027474245.1.fa.gz		GCA_027474245.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_027474245.1/	
European sprat 	fSprSpr1.1	Sprattus sprattus	https://hgdownload.soe.ucsc.edu/hubs/GCA/963/457/725/GCA_963457725.1/GCA_963457725.1.fa.gz		GCA_963457725.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_963457725.1/	
European chub 	fSquCep2.1	Squalius cephalus	https://hgdownload.soe.ucsc.edu/hubs/GCA/949/319/135/GCA_949319135.1/GCA_949319135.1.fa.gz		GCA_949319135.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_949319135.1/	
zebra shark 	sSteTig4.hap1	Stegostoma tigrinum	https://hgdownload.soe.ucsc.edu/hubs/GCF/030/684/315/GCF_030684315.1/GCF_030684315.1.fa.gz		GCF_030684315.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_030684315.1/	
striped dolphin 	mSteCoe1.1	Stenella coeruleoalba	https://hgdownload.soe.ucsc.edu/hubs/GCA/951/394/435/GCA_951394435.1/GCA_951394435.1.fa.gz		GCA_951394435.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_951394435.1/	
common tern 	bSteHir1.pri	Sterna hirundo	https://hgdownload.soe.ucsc.edu/hubs/GCA/009/819/605/GCA_009819605.1/GCA_009819605.1.fa.gz		GCA_009819605.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_009819605.1/	
eastern musk turtle 	rSteOdo2_p1.0	Sternotherus odoratus	https://hgdownload.soe.ucsc.edu/hubs/GCA/032/164/245/GCA_032164245.1/GCA_032164245.1.fa.gz		GCA_032164245.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_032164245.1/	
Eurasian collared-dove 	bStrDea1.hap1.1	Streptopelia decaocto	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/273/445/GCA_964273445.1/GCA_964273445.1.fa.gz		GCA_964273445.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964273445.1/	
European turtle dove 	bStrTur1.2	Streptopelia turtur	https://hgdownload.soe.ucsc.edu/hubs/GCA/901/699/155/GCA_901699155.2/GCA_901699155.2.fa.gz		GCA_901699155.2	https://www.ncbi.nlm.nih.gov/assembly/GCA_901699155.2/	
kakapo 	bStrHab1.2.pri	Strigops habroptila	https://hgdownload.soe.ucsc.edu/hubs/GCF/004/027/225/GCF_004027225.2/GCF_004027225.2.fa.gz		GCF_004027225.2	https://www.ncbi.nlm.nih.gov/assembly/GCF_004027225.2/	
tawny owl 	bStrAlu1.hap1	Strix aluco	https://hgdownload.soe.ucsc.edu/hubs/GCA/031/877/795/GCA_031877795.1/GCA_031877795.1.fa.gz		GCA_031877795.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_031877795.1/	
African ostrich 	bStrCam1.hap1	Struthio camelus	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/807/025/GCF_040807025.1/GCF_040807025.1.fa.gz		GCF_040807025.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_040807025.1/	
tunicate S.clava 	kaStyClav1.hap1.1	Styela clava	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/204/865/GCA_964204865.1/GCA_964204865.1.fa.gz		GCA_964204865.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964204865.1/	
white-toothed pygmy shrew 	mSunEtr1.pri.cur	Suncus etruscus	https://hgdownload.soe.ucsc.edu/hubs/GCF/024/139/225/GCF_024139225.1/GCF_024139225.1.fa.gz		GCF_024139225.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_024139225.1/	
pig 	ASM3070493v1	Sus scrofa	https://hgdownload.soe.ucsc.edu/hubs/GCA/030/704/935/GCA_030704935.1/GCA_030704935.1.fa.gz		GCA_030704935.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_030704935.1/	
blackcap 	bSylAtr1.pri	Sylvia atricapilla	https://hgdownload.soe.ucsc.edu/hubs/GCF/009/819/655/GCF_009819655.1/GCF_009819655.1.fa.gz		GCF_009819655.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_009819655.1/	
garden warbler 	bSylBor1.pri	Sylvia borin	https://hgdownload.soe.ucsc.edu/hubs/GCA/014/839/755/GCA_014839755.1/GCA_014839755.1.fa.gz		GCA_014839755.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_014839755.1/	
eastern cottontail 	mSylFlo1.10	Sylvilagus floridanus	https://hgdownload.soe.ucsc.edu/hubs/GCA/949/820/135/GCA_949820135.1/GCA_949820135.1.fa.gz		GCA_949820135.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_949820135.1/	
siamang 	mSymSyn1.v2.1_pri	Symphalangus syndactylus	https://hgdownload.soe.ucsc.edu/hubs/GCF/028/878/055/GCF_028878055.3/GCF_028878055.3.fa.gz		GCF_028878055.3	https://www.ncbi.nlm.nih.gov/assembly/GCF_028878055.3/	
corkwing wrasse 	fSymMel2.1	Symphodus melops	https://hgdownload.soe.ucsc.edu/hubs/GCA/947/650/265/GCA_947650265.1/GCA_947650265.1.fa.gz		GCA_947650265.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_947650265.1/	
greater pipefish 	fSynAcu1.2	Syngnathus acus	https://hgdownload.soe.ucsc.edu/hubs/GCF/901/709/675/GCF_901709675.1/GCF_901709675.1.fa.gz		GCF_901709675.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_901709675.1/	
Australian echidna 	mTacAcu1.pri	Tachyglossus aculeatus	https://hgdownload.soe.ucsc.edu/hubs/GCF/015/852/505/GCF_015852505.1/GCF_015852505.1.fa.gz		GCF_015852505.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_015852505.1/	
Brazilian free-tailed bat 	DD_mTadBra1_pri	Tadarida brasiliensis	https://hgdownload.soe.ucsc.edu/hubs/GCA/030/848/825/GCA_030848825.1/GCA_030848825.1.fa.gz		GCA_030848825.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_030848825.1/	
zebra finch 	bTaeGut1.4.pri	Taeniopygia guttata	https://hgdownload.soe.ucsc.edu/hubs/GCF/003/957/565/GCF_003957565.2/GCF_003957565.2.fa.gz		GCF_003957565.2	https://www.ncbi.nlm.nih.gov/assembly/GCF_003957565.2/	
torafugu 	fTakRub1.3	Takifugu rubripes	https://hgdownload.soe.ucsc.edu/hubs/GCA/901/000/725/GCA_901000725.3/GCA_901000725.3.fa.gz		GCA_901000725.3	https://www.ncbi.nlm.nih.gov/assembly/GCA_901000725.3/	
European mole 	mTalEur1.hap1.1	Talpa europaea	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/194/135/GCA_964194135.1/GCA_964194135.1.fa.gz		GCA_964194135.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964194135.1/	
southern tamandua 	mTamTet1.pri	Tamandua tetradactyla	https://hgdownload.soe.ucsc.edu/hubs/GCA/023/851/605/GCA_023851605.1/GCA_023851605.1.fa.gz		GCA_023851605.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_023851605.1/	
Asiatic tapir 	mTapInd1.hap2	Tapirus indicus	https://hgdownload.soe.ucsc.edu/hubs/GCA/031/878/705/GCA_031878705.1/GCA_031878705.1.fa.gz		GCA_031878705.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_031878705.1/	
red-crested turaco 	bTauEry1.pri	Tauraco erythrolophus	https://hgdownload.soe.ucsc.edu/hubs/GCA/009/769/465/GCA_009769465.1/GCA_009769465.1.fa.gz		GCA_009769465.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_009769465.1/	
longspined bullhead 	fTauBub2.1	Taurulus bubalis	https://hgdownload.soe.ucsc.edu/hubs/GCA/910/589/615/GCA_910589615.1/GCA_910589615.1.fa.gz		GCA_910589615.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_910589615.1/	
cunner 	fTauAds1.pri.cur	Tautogolabrus adspersus	https://hgdownload.soe.ucsc.edu/hubs/GCA/020/745/685/GCA_020745685.1/GCA_020745685.1.fa.gz		GCA_020745685.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_020745685.1/	
bonti-bonti 	fTelBon1.1	Telmatherina bonti	https://hgdownload.soe.ucsc.edu/hubs/GCA/933/228/915/GCA_933228915.1/GCA_933228915.1.fa.gz		GCA_933228915.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_933228915.1/	
western capercaillie 	bTetUro1.1	Tetrao urogallus	https://hgdownload.soe.ucsc.edu/hubs/GCA/951/394/365/GCA_951394365.1/GCA_951394365.1.fa.gz		GCA_951394365.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_951394365.1/	
prehistoric monster fish 	fThaAma1.1	Thalassophryne amazonica	https://hgdownload.soe.ucsc.edu/hubs/GCF/902/500/255/GCF_902500255.1/GCF_902500255.1.fa.gz		GCF_902500255.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_902500255.1/	
western terrestrial garter snake 	rThaEle1.pri	Thamnophis elegans	https://hgdownload.soe.ucsc.edu/hubs/GCF/009/769/535/GCF_009769535.1/GCF_009769535.1.fa.gz		GCF_009769535.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_009769535.1/	
plumbeous ibis 	bTheCae1.pri.cur	Theristicus caerulescens	https://hgdownload.soe.ucsc.edu/hubs/GCA/020/745/775/GCA_020745775.1/GCA_020745775.1.fa.gz		GCA_020745775.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_020745775.1/	
Botta's pocket gopher 	mThoBot2.hap1	Thomomys bottae	https://hgdownload.soe.ucsc.edu/hubs/GCA/031/878/675/GCA_031878675.1/GCA_031878675.1.fa.gz		GCA_031878675.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_031878675.1/	
yellowfin tuna 	fThuAlb1.1	Thunnus albacares	https://hgdownload.soe.ucsc.edu/hubs/GCF/914/725/855/GCF_914725855.1/GCF_914725855.1.fa.gz		GCF_914725855.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_914725855.1/	
southern bluefin tuna 	fThuMac1.1	Thunnus maccoyii	https://hgdownload.soe.ucsc.edu/hubs/GCF/910/596/095/GCF_910596095.1/GCF_910596095.1.fa.gz		GCF_910596095.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_910596095.1/	
Atlantic bluefin tuna 	fThuThy2.1	Thunnus thynnus	https://hgdownload.soe.ucsc.edu/hubs/GCF/963/924/715/GCF_963924715.1/GCF_963924715.1.fa.gz		GCF_963924715.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_963924715.1/	
common blue-tongued skink 	rTilSci1.hap2	Tiliqua scincoides	https://hgdownload.soe.ucsc.edu/hubs/GCA/035/046/505/GCA_035046505.1/GCA_035046505.1.fa.gz		GCA_035046505.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_035046505.1/	
banded archerfish 	fToxJac2.pri	Toxotes jaculatrix	https://hgdownload.soe.ucsc.edu/hubs/GCF/017/976/425/GCF_017976425.1/GCF_017976425.1.fa.gz		GCF_017976425.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_017976425.1/	
Atlantic horse mackerel 	fTraTra1.2	Trachurus trachurus	https://hgdownload.soe.ucsc.edu/hubs/GCA/905/171/665/GCA_905171665.2/GCA_905171665.2.fa.gz		GCA_905171665.2	https://www.ncbi.nlm.nih.gov/assembly/GCA_905171665.2/	
Andian cavefish 	fTriRos1.hap1	Trichomycterus rosablanca	https://hgdownload.soe.ucsc.edu/hubs/GCF/030/014/385/GCF_030014385.1/GCF_030014385.1.fa.gz		GCF_030014385.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_030014385.1/	
common brushtail 	mTriVul1.pri	Trichosurus vulpecula	https://hgdownload.soe.ucsc.edu/hubs/GCF/011/100/635/GCF_011100635.1/GCF_011100635.1.fa.gz		GCF_011100635.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_011100635.1/	
Suruca trogon 	bTroSur1.pri.cur	Trogon surrucura	https://hgdownload.soe.ucsc.edu/hubs/GCA/020/746/105/GCA_020746105.1/GCA_020746105.1.fa.gz		GCA_020746105.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_020746105.1/	
large tree shrew 	mTupTan1	Tupaia tana	https://hgdownload.soe.ucsc.edu/hubs/GCA/026/018/925/GCA_026018925.1/GCA_026018925.1.fa.gz		GCA_026018925.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_026018925.1/	
common bottlenose dolphin 	mTurTru1.mat.Y	Tursiops truncatus	https://hgdownload.soe.ucsc.edu/hubs/GCF/011/762/595/GCF_011762595.1/GCF_011762595.1.fa.gz		GCF_011762595.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_011762595.1/	
particolored bat 	mVesMur1.1	Vespertilio murinus	https://hgdownload.soe.ucsc.edu/hubs/GCA/963/924/515/GCA_963924515.1/GCA_963924515.1.fa.gz		GCA_963924515.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_963924515.1/	
village indigobird 	bVidCha1_merged_haplotype	Vidua chalybeata	https://hgdownload.soe.ucsc.edu/hubs/GCF/026/979/565/GCF_026979565.1/GCF_026979565.1.fa.gz		GCF_026979565.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_026979565.1/	
village indigobird 	bVidCha1_purged_dups_haplotype	Vidua chalybeata	https://hgdownload.soe.ucsc.edu/hubs/GCA/026/979/555/GCA_026979555.1/GCA_026979555.1.fa.gz		GCA_026979555.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_026979555.1/	
adder 	rVipBer3.hap1.1	Vipera berus	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/194/415/GCA_964194415.1/GCA_964194415.1.fa.gz		GCA_964194415.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_964194415.1/	
Lataste's viper 	rVipLat1.pri	Vipera latastei	https://hgdownload.soe.ucsc.edu/hubs/GCA/024/294/585/GCA_024294585.1/GCA_024294585.1.fa.gz		GCA_024294585.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_024294585.1/	
meadow viper 	rVipUrs1.1	Vipera ursinii	https://hgdownload.soe.ucsc.edu/hubs/GCA/947/247/035/GCA_947247035.1/GCA_947247035.1.fa.gz		GCA_947247035.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_947247035.1/	
red fox 	mVulVul1.hap1.2	Vulpes vulpes	https://hgdownload.soe.ucsc.edu/hubs/GCA/964/106/825/GCA_964106825.2/GCA_964106825.2.fa.gz		GCA_964106825.2	https://www.ncbi.nlm.nih.gov/assembly/GCA_964106825.2/	
freshwater garfish 	fXenCan1.pri	Xenentodon cancila	https://hgdownload.soe.ucsc.edu/hubs/GCA/014/839/995/GCA_014839995.1/GCA_014839995.1.fa.gz		GCA_014839995.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_014839995.1/	
Peter's clawed frog 	aXenPet1.paternal.cur	Xenopus petersii	https://hgdownload.soe.ucsc.edu/hubs/GCA/038/501/925/GCA_038501925.1/GCA_038501925.1.fa.gz		GCA_038501925.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_038501925.1/	
California sea lion 	mZalCal1.pri.v2	Zalophus californianus	https://hgdownload.soe.ucsc.edu/hubs/GCF/009/762/305/GCF_009762305.2/GCF_009762305.2.fa.gz		GCF_009762305.2	https://www.ncbi.nlm.nih.gov/assembly/GCF_009762305.2/	
John dory 	fZeuFab8.1	Zeus faber	https://hgdownload.soe.ucsc.edu/hubs/GCA/960/531/495/GCA_960531495.1/GCA_960531495.1.fa.gz		GCA_960531495.1	https://www.ncbi.nlm.nih.gov/assembly/GCA_960531495.1/	
common lizard Z.vivipara 	rZooViv1.1	Zootoca vivipara	https://hgdownload.soe.ucsc.edu/hubs/GCF/963/506/605/GCF_963506605.1/GCF_963506605.1.fa.gz		GCF_963506605.1	https://www.ncbi.nlm.nih.gov/assembly/GCF_963506605.1/	
